State,Agency Type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
Identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
New Jersey,Cities,Bound Brook,1,0,0,0,0,0,0,0,1,0,"11,300"
New Jersey,Cities,Bridgewater Township,0,0,1,0,0,0,1,0,0,0,"44,996"
New Jersey,Cities,Butler,0,1,0,0,0,0,1,0,0,0,"7,719"
New Jersey,Cities,Chatham,1,0,0,0,0,0,1,0,0,0,"9,039"
New Jersey,Cities,Chatham Township,1,0,0,0,0,0,0,0,0,1,"10,654"
New Jersey,Cities,Clifton,1,0,0,0,0,0,0,0,0,1,"86,224"
New Jersey,Cities,Collingswood,1,0,0,0,0,0,0,0,1,0,"13,948"
New Jersey,Cities,Colts Neck Township,0,1,0,0,0,0,0,0,0,1,"10,045"
New Jersey,Cities,Delran Township,4,0,0,0,0,0,2,1,0,1,"16,745"
New Jersey,Cities,Eastampton Township,0,1,0,0,0,0,0,0,0,1,"6,053"
New Jersey,Cities,East Brunswick Township,5,3,0,0,0,0,3,3,0,2,"48,625"
New Jersey,Cities,East Hanover Township,1,0,0,0,0,0,0,0,,1,"11,317"
New Jersey,Cities,East Windsor Township,2,1,0,0,0,0,1,2,0,0,"27,569"
New Jersey,Cities,Edison Township,1,1,0,0,0,0,1,0,1,0,"102,281"
New Jersey,Cities,Egg Harbor Township,1,0,0,0,0,0,0,0,1,,"43,965"
New Jersey,Cities,Englewood,1,1,1,0,0,0,1,0,1,1,"27,752"
New Jersey,Cities,Evesham Township,5,1,1,1,0,0,3,0,2,3,"45,586"
New Jersey,Cities,Ewing Township,0,1,0,0,0,0,1,0,0,0,"36,668"
New Jersey,Cities,"Fairfield Township, Essex County",0,1,0,0,0,0,0,0,0,1,"7,559"
New Jersey,Cities,Florham Park,0,1,0,0,0,0,0,1,0,0,"11,852"
New Jersey,Cities,"Franklin Township, Somerset County",2,0,0,0,0,0,0,1,1,0,"66,831"
New Jersey,Cities,Freehold,1,0,1,0,0,0,0,1,1,0,"11,950"
New Jersey,Cities,Freehold Township,1,0,0,0,0,0,0,1,0,0,"35,723"
New Jersey,Cities,Galloway Township,1,0,0,0,0,0,1,0,0,0,"37,637"
New Jersey,Cities,Garwood,0,1,0,0,0,0,1,0,0,0,"4,540"
New Jersey,Cities,Gibbsboro,1,0,0,0,0,0,0,0,0,1,"2,229"
New Jersey,Cities,Glassboro,2,16,1,0,0,0,1,1,1,16,"19,087"
New Jersey,Cities,Glen Rock,0,1,0,0,0,0,0,0,1,0,"11,953"
New Jersey,Cities,Gloucester City,1,0,0,0,0,0,0,1,0,0,"11,265"
New Jersey,Cities,Green Brook Township,1,0,0,0,0,0,1,0,0,0,"7,261"
New Jersey,Cities,Guttenberg,1,0,0,0,0,0,1,0,0,0,"11,534"
New Jersey,Cities,Hackettstown,1,0,0,0,0,0,0,0,1,0,"9,506"
New Jersey,Cities,"Hamilton Township, Atlantic County",1,0,0,0,0,0,0,0,1,0,"26,671"
New Jersey,Cities,"Hamilton Township, Mercer County",2,0,0,0,0,0,0,1,1,0,"89,124"
New Jersey,Cities,Hanover Township,0,1,0,0,0,0,0,0,0,1,"14,905"
New Jersey,Cities,Harrison Township,1,0,1,0,0,0,1,0,1,0,"12,893"
New Jersey,Cities,Hawthorne,2,0,0,0,0,0,0,2,0,0,"19,078"
New Jersey,Cities,High Bridge,0,1,0,0,0,0,0,0,1,0,"3,573"
New Jersey,Cities,Highland Park,1,2,0,0,0,0,0,0,1,2,"14,525"
New Jersey,Cities,Hightstown,1,0,0,0,0,0,1,0,0,0,"5,574"
New Jersey,Cities,Hillsborough Township,1,0,0,0,0,0,0,1,0,0,"39,830"
New Jersey,Cities,Hoboken,3,1,3,1,0,0,2,1,2,3,"54,050"
New Jersey,Cities,Ho-Ho-Kus,0,1,0,0,0,0,0,1,0,0,"4,188"
New Jersey,Cities,Hopewell Township,1,0,0,0,0,0,0,0,0,1,"18,389"
New Jersey,Cities,Howell Township,5,1,1,0,0,0,2,5,0,0,"52,097"
New Jersey,Cities,Jackson Township,0,1,0,0,0,0,0,0,0,1,"56,815"
New Jersey,Cities,Jersey City,0,0,2,1,0,0,0,0,3,0,"265,159"
New Jersey,Cities,Keansburg,2,0,0,0,0,0,0,1,1,0,"9,815"
New Jersey,Cities,Lacey Township,2,0,0,0,0,0,2,0,0,0,"28,340"
New Jersey,Cities,Lakewood Township,8,17,0,0,0,0,4,11,6,4,"95,743"
New Jersey,Cities,Little Falls Township,1,2,1,0,0,0,2,0,0,2,"14,510"
New Jersey,Cities,Livingston Township,0,2,0,0,0,0,0,2,0,0,"30,021"
New Jersey,Cities,Lodi,1,0,0,0,0,0,0,0,0,1,"24,734"
New Jersey,Cities,Lower Township,1,0,1,0,0,0,0,0,2,0,"22,108"
New Jersey,Cities,Madison,3,3,0,0,0,0,0,3,2,1,"16,197"
New Jersey,Cities,Manalapan Township,1,3,0,0,0,0,0,3,1,0,"40,238"
New Jersey,Cities,Manasquan,0,1,0,0,0,0,0,0,1,0,"5,731"
New Jersey,Cities,Manchester Township,1,0,0,0,0,0,0,0,0,1,"43,661"
New Jersey,Cities,Medford Lakes,0,1,0,0,0,0,0,0,0,1,"4,102"
New Jersey,Cities,Medford Township,1,2,0,0,0,0,2,0,1,0,"23,439"
New Jersey,Cities,Middlesex,1,0,0,0,0,0,0,0,0,1,"13,926"
New Jersey,Cities,Middle Township,0,0,1,0,0,0,0,0,0,1,"18,873"
New Jersey,Cities,Midland Park,0,2,0,0,0,0,0,2,0,0,"7,335"
New Jersey,Cities,Millburn Township,0,1,0,0,0,0,0,1,0,0,"20,441"
New Jersey,Cities,"Monroe Township, Gloucester County",2,0,0,0,0,0,1,1,0,0,"37,624"
New Jersey,Cities,"Monroe Township, Middlesex County",7,1,0,0,0,0,2,3,3,0,"43,654"
New Jersey,Cities,Montclair,2,1,1,0,0,0,2,1,1,0,"38,192"
New Jersey,Cities,Montville Township,0,1,0,0,0,0,0,1,0,0,"21,917"
New Jersey,Cities,Morris Township,0,2,0,0,0,0,0,0,1,1,"22,605"
New Jersey,Cities,Mount Laurel Township,2,0,0,0,0,0,0,0,0,2,"41,705"
New Jersey,Cities,Neptune Township,8,0,2,0,0,0,2,4,1,3,"27,659"
New Jersey,Cities,New Brunswick,4,7,5,0,0,0,2,8,1,5,"57,580"
New Jersey,Cities,New Milford,0,1,1,0,0,0,2,0,0,0,"16,729"
New Jersey,Cities,North Bergen Township,1,0,0,0,0,0,0,1,0,0,"62,928"
New Jersey,Cities,North Brunswick Township,1,0,0,0,0,0,0,0,1,0,"42,696"
New Jersey,Cities,Northfield,1,0,0,0,0,0,0,0,0,1,"8,600"
New Jersey,Cities,North Haledon,1,0,0,0,0,0,1,0,0,0,"8,521"
New Jersey,Cities,Norwood,2,1,0,0,0,0,0,1,1,1,"5,843"
New Jersey,Cities,Palmyra,1,0,1,0,0,0,1,0,1,0,"7,318"
New Jersey,Cities,Paramus,1,1,0,0,0,0,0,0,0,2,"26,903"
New Jersey,Cities,Park Ridge,0,0,1,0,0,0,0,1,0,0,"8,872"
New Jersey,Cities,Parsippany-Troy Hills Township,0,1,0,0,0,0,1,0,0,0,"53,790"
New Jersey,Cities,Passaic,0,3,1,0,0,0,0,3,1,0,"71,807"
New Jersey,Cities,Piscataway Township,5,0,0,0,0,0,3,0,1,1,"59,622"
New Jersey,Cities,Princeton,0,3,0,0,0,0,1,1,0,1,"30,447"
New Jersey,Cities,Randolph Township,5,1,0,0,0,0,1,3,2,0,"26,033"
New Jersey,Cities,Ridgefield Park,0,0,1,0,0,0,0,0,1,0,"13,037"
New Jersey,Cities,Ridgewood,0,1,0,0,0,0,0,0,0,1,"25,581"
New Jersey,Cities,River Edge,0,2,0,0,0,0,0,0,0,2,"11,615"
New Jersey,Cities,Roselle,1,0,0,0,0,0,0,1,0,0,"21,621"
New Jersey,Cities,Saddle Brook Township,2,0,0,0,0,0,2,0,0,0,"14,037"
New Jersey,Cities,Scotch Plains Township,0,1,0,0,0,0,0,1,0,0,"24,179"
New Jersey,Cities,Sea Girt,0,1,0,0,0,0,0,1,0,0,"1,810"
New Jersey,Cities,Secaucus,1,1,0,0,0,0,0,0,0,2,"18,959"
New Jersey,Cities,Somerville,0,1,0,0,0,0,1,0,0,0,"12,162"
New Jersey,Cities,South Amboy,1,0,0,0,0,0,0,0,1,0,"8,886"
New Jersey,Cities,South Brunswick Township,9,1,0,0,0,0,2,2,5,1,"45,509"
New Jersey,Cities,South Plainfield,1,1,0,0,0,0,0,0,1,1,"24,053"
New Jersey,Cities,South River,1,0,0,0,0,0,0,1,0,0,"16,382"
New Jersey,Cities,Springfield,0,1,0,0,0,0,0,1,0,0,"17,518"
New Jersey,Cities,Stone Harbor,1,0,0,0,0,0,0,1,0,0,839
New Jersey,Cities,Union City,1,0,0,0,0,0,0,0,0,1,"69,077"
New Jersey,Cities,Verona,0,6,0,0,0,0,0,1,5,0,"13,769"
New Jersey,Cities,Voorhees Township,1,1,0,0,0,0,0,2,0,0,"28,890"
New Jersey,Cities,Wallington,0,1,0,0,0,0,0,0,1,0,"11,674"
New Jersey,Cities,"Washington Township, Gloucester County",1,0,0,0,0,0,0,1,0,0,"47,588"
New Jersey,Cities,Wayne Township,2,2,0,0,0,0,3,1,0,0,"55,036"
New Jersey,Cities,West Deptford Township,2,1,1,0,0,0,0,1,1,2,"21,276"
New Jersey,Cities,West Long Branch,0,5,0,0,0,0,3,1,0,1,"8,375"
New Jersey,Cities,West Milford Township,2,0,0,0,0,0,1,1,0,0,"26,678"
New Jersey,Cities,West Windsor Township,0,1,0,0,0,0,1,0,0,0,"28,700"
New Jersey,Cities,Winfield Township,1,0,0,0,0,0,0,1,0,0,"1,506"
New Jersey,Cities,Woodbridge Township,2,0,0,0,0,0,1,1,0,0,"100,950"
New Jersey,Cities,Woodbury,5,0,2,0,0,0,0,5,1,1,"9,961"
New Jersey,Cities,Woodstown,0,1,0,0,0,0,0,0,1,0,"3,443"
New Jersey,Metropolitan Counties,,1,0,0,0,0,0,,,,,
New Jersey,Metropolitan Counties,Camden County Police Department,1,0,0,0,0,0,0,0,1,0,
New Jersey,State Police Agencies,,1,0,0,0,0,0,,,,,
New Jersey,State Police Agencies,"State Police, Monmouth County",1,0,0,0,0,0,0,1,0,0,
New Mexico,Total,,8,2,3,0,0,0,,, ,,
New Mexico,Cities,,8,2,3,0,0,0,,,,,
New Mexico,Cities,Albuquerque,7,2,3,0,0,0,6,5,1,,"559,721"
New Mexico,Cities,Los Lunas,1,0,0,0,0,0,1,,,,"15,251"
New York,Total,,136,256,104,1,0,3,,,,,
New York,Cities,,99,170,90,1,0,2,,,,,
New York,Cities,Albany,3,0,0,0,0,0,1,1,1,0,"98,772"
New York,Cities,Amherst Town,2,0,0,0,0,0,0,0,2,0,"120,207"
New York,Cities,Auburn,0,0,1,0,0,0,1,0,0,0,"26,865"
New York,Cities,Buffalo,3,0,3,0,0,0,1,1,2,2,"258,096"
New York,Cities,Cairo Town,1,0,0,0,0,0,0,1,0,0,"6,465"
New York,Cities,Cheektowaga Town,1,0,0,0,0,0,0,0,1,0,"78,438"
New York,Cities,Clarkstown Town,0,3,0,0,0,0,1,1,0,1,"82,156"
New York,Cities,Cooperstown Village,1,0,0,0,0,0,0,0,1,0,"1,802"
New York,Cities,Crawford Town,0,2,0,0,0,0,0,0,1,1,"9,213"
New York,Cities,Freeport Village,0,2,0,0,0,0,0,1,1,0,"43,403"
New York,Cities,Greenburgh Town,0,1,0,0,0,0,1,0,0,0,"45,362"
New York,Cities,Hamburg Town,1,0,0,0,0,0,0,1,0,0,"45,942"
New York,Cities,Hastings-on-Hudson Village,0,1,0,0,0,0,0,0,0,1,"8,005"
New York,Cities,Ithaca,0,0,1,0,0,0,0,0,0,1,"30,892"
New York,Cities,Jamestown,1,0,0,0,0,0,0,1,0,0,"30,263"
New York,Cities,Lancaster Town,0,1,0,0,0,0,0,0,0,1,"37,134"
New York,Cities,Middletown,0,1,0,0,0,0,0,0,0,1,"27,633"
New York,Cities,Monroe Village,0,2,0,0,0,0,1,0,1,0,"8,605"
New York,Cities,Mount Vernon,1,0,0,0,0,0,0,0,1,0,"68,734"
New York,Cities,New Rochelle,1,0,0,0,0,0,0,0,1,0,"80,270"
New York,Cities,New York,71,154,81,1,0,0,56,96,71,84,"8,550,861"
New York,Cities,North Greenbush Town,0,0,1,0,0,0,0,0,1,0,"12,132"
New York,Cities,Ogdensburg,0,0,1,0,0,0,0,0,1,0,"10,844"
New York,Cities,Oswego City,1,0,0,0,0,0,0,1,0,0,"17,941"
New York,Cities,Port Washington,0,1,0,0,0,0,0,0,0,1,"19,215"
New York,Cities,Poughkeepsie,3,0,0,0,0,0,1,0,1,1,"30,416"
New York,Cities,Rochester,0,0,0,0,0,1,0,0,1,0,"209,922"
New York,Cities,Saratoga Springs,1,0,0,0,0,0,0,0,0,1,"27,653"
New York,Cities,Schenectady,0,1,0,0,0,0,0,0,0,1,"65,875"
New York,Cities,Scotia Village,1,0,0,0,0,0,0,1,0,0,"7,822"
New York,Cities,Solvay Village,1,0,0,0,0,0,0,0,1,0,"6,423"
New York,Cities,Spring Valley Village,1,0,0,0,0,0,0,1,0,0,"32,795"
New York,Cities,Troy,1,0,0,0,0,0,0,1,0,0,"49,872"
New York,Cities,Tupper Lake Village,1,0,0,0,0,0,0,0,1,0,"3,609"
New York,Cities,Webster Town and Village,1,0,0,0,0,0,0,0,1,0,"44,211"
New York,Cities,Yonkers,2,1,2,0,0,1,0,2,3,1,"201,753"
New York,Universities and Colleges,,4,6,3,0,0,0,,,,,
New York,Universities and Colleges,"State University of New York, Binghamton",1,1,1,0,0,0,1,0,1,1,"16,695"
New York,Universities and Colleges,"State University of New York Agricultural and Technical College, Morrisville",1,1,0,0,0,0,0,0,0,2,"2,910"
New York,Universities and Colleges,State University of New York College:,,,,,,,,,,,
New York,Universities and Colleges,New Paltz,0,1,0,0,0,0,1,0,0,0,"7,692"
New York,Universities and Colleges,Oneonta,0,1,0,0,0,0,0,0,0,1,"6,101"
New York,Universities and Colleges,Potsdam,1,0,2,0,0,0,1,1,0,1,"3,979"
New York,Universities and Colleges,Purchase,1,2,0,0,0,0,2,0,0,1,"4,225"
New York,Metropolitan Counties,,21,69,10,0,0,1,,,,,
New York,Metropolitan Counties,Dutchess,0,1,0,0,0,0,0,0,0,1,
New York,Metropolitan Counties,Nassau,8,23,1,0,0,0,7,13,6,6,
New York,Metropolitan Counties,Niagara,0,0,1,0,0,0,0,1,0,0,
New York,Metropolitan Counties,Orleans,0,1,0,0,0,0,0,0,1,0,
New York,Metropolitan Counties,Suffolk County Police Department,13,44,8,0,0,1,8,24,18,16,
New York,Nonmetropolitan Counties,,0,0,1,0,0,0,,,,,
New York,Nonmetropolitan Counties,Cattaraugus,0,0,1,0,0,0,1,0,0,0,
New York,State Police Agencies,,7,3,0,0,0,0,,,,,
New York,State Police Agencies,State Police:,,,,,,,,,,,
New York,State Police Agencies,Cattaraugus County ,1,0,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Delaware County ,0,1,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Duchess County ,1,0,0,0,0,0,0,0,1,0,
New York,State Police Agencies,Franklin County ,1,0,0,0,0,0,1,0,0,0,
New York,State Police Agencies,Monroe County ,1,0,0,0,0,0,0,1,0,0,
New York,State Police Agencies,Orange County ,0,1,0,0,0,0,0,1,0,0,
New York,State Police Agencies,St. Lawrence County ,0,1,0,0,0,0,0,1,0,0,
New York,State Police Agencies,Tioga County ,1,0,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Warren County ,1,0,0,0,0,0,0,0,0,1,
New York,State Police Agencies,Westchester County ,1,0,0,0,0,0,0,1,0,0,
New York,Other Agencies,,5,8,0,0,0,0,,,,,
New York,Other Agencies,New York City Metropolitan Transportation Authority,4,8,0,0,0,0,5,5,2,0,
New York,Other Agencies,"State Park, New York City Region",1,0,0,0,0,0,1,0,0,0,
North Carolina,Total,,106,17,37,2,0,0,,,,,
North Carolina,Cities,,82,14,33,2,0,0,,,,,
North Carolina,Cities,Apex,2,0,1,0,0,0,0,0,3,0,"45,593"
North Carolina,Cities,Asheville,3,1,3,0,0,0,2,2,3,0,"89,003"
North Carolina,Cities,Boone,0,1,0,0,0,0,0,1,0,0,"18,394"
North Carolina,Cities,Brevard,1,0,0,0,0,0,0,0,0,1,"7,695"
North Carolina,Cities,Carrboro,1,0,0,0,0,0,0,0,1,0,"21,340"
North Carolina,Cities,Charlotte-Mecklenburg,16,3,9,1,0,0,3,9,12,5,"877,817"
North Carolina,Cities,Dunn,0,0,2,0,0,0,0,0,2,0,"9,809"
North Carolina,Cities,Durham,4,1,0,0,0,0,0,0,4,1,"257,911"
North Carolina,Cities,Erwin,1,0,0,0,0,0,1,0,0,0,"4,661"
North Carolina,Cities,Fayetteville,3,1,0,1,0,0,1,1,2,1,"204,731"
North Carolina,Cities,Gastonia,6,0,0,0,0,0,3,0,3,0,"74,196"
North Carolina,Cities,Granite Falls,1,0,0,0,0,0,0,0,0,1,"4,661"
North Carolina,Cities,Greensboro,4,2,4,0,0,0,0,2,3,4,"285,950"
North Carolina,Cities,Greenville,2,0,0,0,0,0,1,0,1,0,"91,114"
North Carolina,Cities,Hickory,2,0,0,0,0,0,0,1,1,0,"40,162"
North Carolina,Cities,High Point,1,0,0,0,0,0,1,0,0,0,"109,669"
North Carolina,Cities,Hillsborough,1,0,0,0,0,0,0,0,1,0,"6,460"
North Carolina,Cities,Hope Mills,1,0,0,0,0,0,0,0,0,1,"16,466"
North Carolina,Cities,Jacksonville,1,0,1,0,0,0,0,1,1,0,"68,614"
North Carolina,Cities,Mars Hill,1,0,0,0,0,0,1,0,0,0,"2,300"
North Carolina,Cities,Mayodan,1,0,1,0,0,0,0,1,1,0,"2,461"
North Carolina,Cities,Mint Hill,0,0,1,0,0,0,0,0,1,0,"25,664"
North Carolina,Cities,Mocksville,1,0,0,0,0,0,0,1,0,0,"5,114"
North Carolina,Cities,Newton,1,0,1,0,0,0,0,0,2,0,"13,014"
North Carolina,Cities,Oxford,1,0,0,0,0,0,0,1,0,0,"8,771"
North Carolina,Cities,Raleigh,12,4,6,0,0,0,4,11,3,4,"448,722"
North Carolina,Cities,Reidsville,2,0,0,0,0,0,0,0,2,0,"13,983"
North Carolina,Cities,Rocky Mount,0,0,1,0,0,0,1,0,0,0,"55,978"
North Carolina,Cities,Roxboro,1,0,0,0,0,0,0,0,1,0,"8,293"
North Carolina,Cities,Salisbury,3,0,0,0,0,0,0,1,2,0,"33,761"
North Carolina,Cities,Siler City,2,0,0,0,0,0,0,0,1,1,"8,368"
North Carolina,Cities,Smithfield,2,0,0,0,0,0,0,1,0,1,"11,924"
North Carolina,Cities,Wilmington,3,1,3,0,0,0,0,2,2,3,"115,434"
North Carolina,Cities,Wilson,2,0,0,0,0,0,0,2,0,0,"49,442"
North Carolina,Universities and Colleges,,6,0,3,0,0,0,,,,,
North Carolina,Universities and Colleges,Duke University,1,0,1,0,0,0,0,0,0,2,"15,856"
North Carolina,Universities and Colleges,East Carolina University,1,0,0,0,0,0,0,0,0,1,"27,511"
North Carolina,Universities and Colleges,Elizabeth City State University,1,0,0,0,0,0,0,0,0,1,"1,867"
North Carolina,Universities and Colleges,North Carolina School of the Arts,2,0,0,0,0,0,1,0,0,1,958
North Carolina,Universities and Colleges,University of North Carolina:,,,,,,,,,,,
North Carolina,Universities and Colleges,Greensboro,1,0,0,0,0,0,1,0,0,0,"18,647"
North Carolina,Universities and Colleges,Pembroke,0,0,2,0,0,0,2,0,0,0,"6,269"
North Carolina,Metropolitan Counties,,15,3,0,0,0,0,,,,,
North Carolina,Metropolitan Counties,Cabarrus,0,1,0,0,0,0,0,0,0,1,
North Carolina,Metropolitan Counties,Caldwell,0,1,0,0,0,0,0,0,1,0,
North Carolina,Metropolitan Counties,Currituck,1,0,0,0,0,0,0,1,0,0,
North Carolina,Metropolitan Counties,Forsyth,5,0,0,0,0,0,1,0,3,1,
North Carolina,Metropolitan Counties,Franklin,4,0,0,0,0,0,0,0,2,2,
North Carolina,Metropolitan Counties,Gaston County Police Department,1,0,0,0,0,0,0,0,0,1,
North Carolina,Metropolitan Counties,Guilford,0,1,0,0,0,0,0,1,0,0,
North Carolina,Metropolitan Counties,New Hanover,1,0,0,0,0,0,0,1,0,0,
North Carolina,Metropolitan Counties,Pitt,3,0,0,0,0,0,0,1,1,1,
North Carolina,Nonmetropolitan Counties,,3,0,1,0,0,0,,,,,
North Carolina,Nonmetropolitan Counties,Bladen,1,0,0,0,0,0,0,0,1,0,
North Carolina,Nonmetropolitan Counties,Cleveland,1,0,0,0,0,0,0,0,1,0,
North Carolina,Nonmetropolitan Counties,Rutherford,1,0,1,0,0,0,2,0,0,0,
North Dakota,Total,,29,3,4,0,0,0,,,,,
North Dakota,Cities,,23,2,2,0,0,0,,,,,
North Dakota,Cities,Belfield,1,0,0,0,0,0,0,0,0,1,"1,092"
North Dakota,Cities,Bismarck,8,0,0,0,0,0,4,3,1,0,"70,873"
North Dakota,Cities,Devils lake,1,0,0,0,0,0,0,1,0,,"7,326"
North Dakota,Cities,Dickinson,0,0,1,0,0,0,0,1,0,0,"23,564"
North Dakota,Cities,Fargo,8,1,0,0,0,0,2,3,3,1,"118,490"
North Dakota,Cities,Grand Forks,1,0,0,0,0,0,0,1,0,0,"56,861"
North Dakota,Cities,Mandan,1,0,0,0,0,0,0,1,0,0,"21,448"
North Dakota,Cities,Minot,1,0,0,0,0,0,0,1,0,0,"49,842"
North Dakota,Cities,Rugby,1,0,0,0,0,0,0,0,0,1,"2,919"
North Dakota,Cities,Wahpeton,1,0,0,0,0,0,0,0,0,1,"7,940"
North Dakota,Cities,Watford City,0,1,0,0,0,0,0,0,1,0,"5,235"
North Dakota,Cities,Williston,0,0,1,0,0,0,0,0,0,1,"27,324"
North Dakota,Universities and Colleges,,0,0,1,0,0,0,,,,,
North Dakota,Universities and Colleges,University of North Dakota,0,0,1,0,0,0,0,0,0,1,"14,906"
North Dakota,Metropolitan Counties,,0,1,0,0,0,0,,,,,
North Dakota,Metropolitan Counties,Morton,0,1,0,0,0,0,0,0,1,0,
North Dakota,Nonmetropolitan Counties,,6,0,1,0,0,0,,,,,
North Dakota,Nonmetropolitan Counties,Barnes,1,0,0,0,0,0,0,0,1,0,
North Dakota,Nonmetropolitan Counties,McKenzie,2,0,0,0,0,0,0,0,2,0,
North Dakota,Nonmetropolitan Counties,McLean,1,0,0,0,0,0,0,1,0,0,
North Dakota,Nonmetropolitan Counties,Ramsey,1,0,1,0,0,0,1,0,0,1,
North Dakota,Nonmetropolitan Counties,Richland,1,0,0,0,0,0,0,1,0,0,
Ohio,Total,,309,39,58,10,0,0,,,,,
Ohio,Cities,,276,27,52,9,0,0,,,,,
Ohio,Cities,Akron,4,0,0,0,0,0,1,3,0,0,"197,587"
Ohio,Cities,Athens,0,1,0,0,0,0,0,0,0,1,"23,960"
Ohio,Cities,Barberton,5,0,1,0,0,0,3,2,1,0,"26,242"
Ohio,Cities,Bellefontaine,2,0,0,0,0,0,1,1,0,0,"13,124"
Ohio,Cities,Blue Ash,2,0,0,0,0,0,0,1,0,1,"12,159"
Ohio,Cities,Boardman,4,0,0,0,0,0,0,1,2,1,"39,887"
Ohio,Cities,Bowling Green,1,0,0,0,0,0,1,0,0,0,"31,878"
Ohio,Cities,Butler Township,2,0,0,0,0,0,0,1,1,0,"7,857"
Ohio,Cities,Celina,1,0,0,0,0,0,0,0,1,0,"10,366"
Ohio,Cities,Cheviot,1,0,0,0,0,0,0,1,0,0,"8,314"
Ohio,Cities,Cincinnati,23,4,6,0,0,0,7,8,10,8,"298,478"
Ohio,Cities,Cleveland,6,1,0,1,0,0,1,5,2,0,"387,921"
Ohio,Cities,Coldwater,1,0,0,0,0,0,0,0,1,0,"4,459"
Ohio,Cities,Columbus,114,9,14,0,0,0,15,39,56,27,"847,745"
Ohio,Cities,Columbus Grove,1,0,0,0,0,0,0,0,1,0,"2,071"
Ohio,Cities,Conneaut,0,0,0,5,0,0,,0,5,,"12,809"
Ohio,Cities,Cortland,1,0,0,0,0,0,0,0,1,0,"6,931"
Ohio,Cities,Dayton,4,1,0,0,0,0,2,0,2,1,"140,683"
Ohio,Cities,Defiance,1,0,0,0,0,0,0,1,0,0,"16,698"
Ohio,Cities,Elmwood Place,7,0,0,0,0,0,0,7,0,0,"2,170"
Ohio,Cities,Fairborn,1,1,0,0,0,0,0,1,1,0,"33,423"
Ohio,Cities,Forest Park,1,0,0,0,0,0,0,0,0,1,"18,726"
Ohio,Cities,Fostoria,1,0,0,0,0,0,1,0,0,0,"13,126"
Ohio,Cities,Gahanna,1,0,0,0,0,0,0,0,0,1,"34,508"
Ohio,Cities,Garfield Heights,1,0,0,0,0,0,1,0,0,,"28,088"
Ohio,Cities,Glouster,1,0,0,0,0,0,0,1,0,0,"1,787"
Ohio,Cities,Greenhills,2,0,0,0,0,0,0,0,1,1,"3,592"
Ohio,Cities,Grove City,3,0,0,0,0,0,0,2,0,1,"39,251"
Ohio,Cities,Hamilton,6,0,4,1,0,0,2,2,3,4,"62,526"
Ohio,Cities,Haskins,1,0,0,0,0,0,0,1,0,0,"1,232"
Ohio,Cities,Heath,4,0,1,0,0,0,1,2,1,1,"10,496"
Ohio,Cities,Holland,2,0,0,0,0,0,0,0,1,1,"1,702"
Ohio,Cities,Howland Township,1,0,0,0,0,0,0,0,1,0,"16,857"
Ohio,Cities,Huber Heights,2,0,0,0,0,0,1,1,0,0,"38,164"
Ohio,Cities,Independence,1,0,1,0,0,0,0,0,2,0,"7,139"
Ohio,Cities,"Jackson Township, Stark County",2,0,1,0,0,0,0,2,1,0,"40,779"
Ohio,Cities,Lakewood,9,0,0,0,0,0,9,0,,,"50,653"
Ohio,Cities,Lancaster,0,0,1,0,0,0,0,0,1,0,"39,793"
Ohio,Cities,Lorain,1,0,0,0,0,0,0,0,1,,"63,700"
Ohio,Cities,Lyndhurst,0,1,0,0,0,0,0,0,1,0,"13,672"
Ohio,Cities,"Madison Township, Franklin County",2,0,1,0,0,0,0,1,2,0,"18,260"
Ohio,Cities,Mansfield,3,0,0,0,0,0,0,1,2,0,"46,605"
Ohio,Cities,Massillon,1,0,0,0,0,0,0,0,1,0,"32,301"
Ohio,Cities,Maumee,0,0,1,0,0,0,0,1,0,0,"13,978"
Ohio,Cities,Medina Township,0,1,0,0,0,0,0,0,1,0,"8,961"
Ohio,Cities,Mentor,1,0,0,0,0,0,0,0,0,1,"46,802"
Ohio,Cities,Miamisburg,0,0,0,1,0,0,1,0,0,0,"20,064"
Ohio,Cities,"Miami Township, Montgomery County",1,1,0,0,0,0,0,0,0,2,"29,134"
Ohio,Cities,Monroe,4,0,0,0,0,0,2,1,1,0,"15,814"
Ohio,Cities,Montpelier,2,0,0,0,0,0,0,0,2,0,"4,010"
Ohio,Cities,Montville Township,0,1,0,0,0,0,0,1,0,0,"11,738"
Ohio,Cities,Moraine,2,0,0,0,0,0,1,1,0,0,"6,378"
Ohio,Cities,Mount Healthy,1,0,0,0,0,0,0,1,0,0,"6,053"
Ohio,Cities,Mount Vernon,1,0,0,0,0,0,0,1,0,0,"16,727"
Ohio,Cities,Newton Falls,0,0,2,0,0,0,1,0,1,0,"4,656"
Ohio,Cities,Niles,4,2,0,0,0,0,1,2,1,2,"18,667"
Ohio,Cities,North Canton,1,0,0,0,0,0,0,0,1,0,"17,496"
Ohio,Cities,Norton,2,0,1,0,0,0,0,1,1,1,"12,031"
Ohio,Cities,Parma,1,0,0,0,0,0,0,0,0,1,"79,655"
